content,score,Label
untuk aplikasi shopee tolong di tingkatkan kecepatan membuka aplikasinya... soalnya setiap membuka berselancar kebanyakan error lelet berat.maaf tidak seperti aplikasi sebelah ringan dan lancar..secepatnya di perbaikin agar enak dan nyaman berselancar,1,Negatif
"Aplikasi boezoek yg tidak bisa dengan mudah untuk recovery akun , padahal sebelumnya lancar Jaya , tapi begitu aplikasinya hilang terhapus dan mau login lagi , SUSAH BANGET. Untuk recocery akunnya dibantu Customer Service nya dengan bantuan juga jelimet , sudah dua hari gak selesai selesai,",1,Negatif
Sekarang logo gratis ongkir nya gak ada di layar produk..jadi susah mau tau Toko nya gratis ongkir atau tidak..hanya ada logo cashback extra & instant bagusan dulu sebelum di update..jadi kita tahu toko nya tersedia gratis ongkir atau tidak,2,Negatif
"Yang pasti banyak promonya tidak bikn ribet kantong. Masukannya, tolong agar sistemnya disesuaikan contoh apa bila di filter dari harga termurah itu tidak menyusun tetapi masih tercampur dengan harga yg lainnya. Tapi secara keseluruhan is the best.",5,Positif
"Kak kenapa ya sekarang shopee sya kalau dibuka gak keluar gambarnya,kaya kondisi gak ada kuota gtu,gambarnya gak kebuka,tapi kalo ganti akun baru bisa kebuka,mohon bantuan nya trimakasih",4,Positif
"Barang telah sampai gudang sortir spx bandar lampung pada tgl 25 desember,dan tidak kunjung dikirimkan sampai tgl 4 januari dan seenaknya saja menyampaikan barang dinyatakan hilang. Hilang kemana barang yang jelas2 ada di gudang. Selama memakai aplikasi shopee baru kali ini saya sangat kecewa. Tolong lakukan audit pada oknum2 yang merugikan penjual dan pembeli.",1,Negatif
Saya tidak ragu berbelanja disini... Saya pernah beli secara tf bank... Ketika pesanan gagal... Uang saya tetap aman... Dan uang saya tetap kembali... Ketika saya salah memilih menu lacak... Malah ketindis menu pesanan selesai... Dan barang saya tetap datang... Saya senang belanja di shoope... Harga murah dan tidak ribet... Tentunya tidak ragu jg...😊,5,Positif
Spaylater dimerchant gabisa dipake padahal limit dibayar terus dan tidak naik limit segitu aja udah dibayar tepat waktu juga ga pernah telat tolong lah bisakan lagi di merchant supermarket paylater,1,Negatif
"Lemottt luar biasa, di perbaharui bukan makin lancar malah makin lelet padahal saat belanja ada biaya penanganan dll. Seharusnya kualitas nya semakin bagus ini malah semakin anjlok mau checkout satu barang saja hampir sejam karena LEMOTTT padahal buka app lain biasa saja",1,Negatif
Aplikasi yang sangat keren.... 1. Recommendations machine Yang bagus 2. Pembayaran yang mudah dan banyak metode bayarnya 3. Visualisasi yang nyaman untuk user 4. Berkomunikasi dengan penjual sangat mudah 5. Aplikasi yang optimal Bagi yang masih mengeluhkan apps ini mungkin anda bisa cek perangkat anda. Karena handphone saya saja sdh 6 tahun masih baik baik saja dengan apps ini.,5,Positif
"Kecewa kredit sementara dibekukan, padahal belum expired, transaksi saya lancar, tagihan lancar, skor penilaian saya tinggi, pokoknya tidak ada masalah dengan shopee, tapi kredit sementara udah dibekukan, apakah seperti ini fasilitas untuk konsumen loyal???😔 Coba chat CS katanya kebijakan dari ecommersnya, kalau udah expired sih ga masalah ini belum expired juga udah ditarik saldonya PHP banget, padahal udah ada rencana😞",5,Positif
"Ini shopee makin kesini makin ga bener perasaan akun gw aman"" aja tapi setiap mau checkout ga bisa voucher telah digunakan cobain akun yg satu lagi yg baru sm aja aneh ambil coin juga ga bisa peringatan nya kl sekali lagi gitu kaun bisa kena banned ga jelas shopee",1,Negatif
"Terima kasih shopee..... belanja jadi sangat mudah, pilihan produk sngat banyak dgn harga sehingga memudahkan menyesuaikan dgn budget",5,Positif
"Shopee adalah platform belanja online yang sangat memuaskan! Pilihan produknya lengkap, dari kebutuhan sehari-hari hingga barang unik. Promo menarik, seperti gratis ongkir dan diskon besar, membuat belanja lebih hemat. Fitur live chat memudahkan komunikasi dengan penjual, dan metode pembayarannya sangat beragam. Pengiriman cepat dan layanan pelanggan responsif. Shopee benar-benar solusi belanja online terbaik!",5,Positif
"Tolong dong kasih harga di resinya kenapa dihilangkan harga di resinya? Padahal dulu enak2 aja ada harganya trus kalau orang yang lupa harganya bisa langsung aja liat harganya, kalau gada harganya gini gimana ngeceknya? Spx tracking hanya bisa cek posisinya saja dimana tanpa menyantumkan harga lo trus gimana cara ceknya?",1,Negatif
"dulu aku gak suka pakek banget lho belanja di shopee ini. karna kalau udah cek out terus di batalin dan pembatalanya sudah dipersetujui,tapi barang masih saja dikirim,tapi semenjak ada COD cek dulu hemmm gak ada lagi panjual yg macam²😁😁😁dan yg bikin happy lagi...bisa opsi ongkir😍bisa pilih yg gratis ongkir,jadi gak perlu mikirin ongkir kalau mau belanja di shopee, terimakasih shopee..Love you😘😘😘😘😘",5,Positif
"Shopee bagus dan sangat membantu tapi banyak toko yg banyak menipu pembeli dgn cara menjual barang tdk sesuai pesanan Pelanggan. Mereka tawarkan tipe yang bagus untuk Pelanggan, Setelah di pesan barang yg mereka kirimkan barang yg tdk Pelanggan pesan hanya mirip tapi palsu dan banyak yang Rusak . Dan kalau di kompling tdk di respon jadi merugikan Pelanggan",5,Positif
"Tolong kordinasikan,, Kenapa pesanan saya sdh smpai dan di ambil kurir tpi di kembalikan ke toko saya sdh menunggu waktu lama smpai pesanan tiba,sekali tiba tpi di kembalikan sama kurir ke toko,tolong yindak lanjut nya pihak aplikasi,, kecewa",1,Negatif
"Barang diterima sesuai estimasi, kurir ramah, barang juga bagus. Saya mau pesan handuk promo 3 seratus ribu, apakah barang sesuai dengan promo?...sebab saya pernah pesan lewat promo di Facebook handuknya mengecewakan sekali tipis/transparan..juga sprei yang dipromosi oleh artis Luna Maya. Beh Sprei kaya yang dijual di pasar harganya 40 RB pesanan saya 146.000 rb",5,Positif
Aku suka aplikasi-nya tapi aku tidak suka iklannya karena saat aku kerja tugas ada iklan shopee 30 detik dan aku terlambat kerjakan tugas aplikasi ini harus bertanggung jawab karena aku tidak lulus sekolah 🏫 Yang bikin iklan shopee aku akan doakan dia akan ####### untuk selamanya apalagi bukan agama Islam,2,Negatif
"overall udah mulai lebih baik, kalau bisa menu programnya disamping trus sub menunya tampil disamping kanannya kalau di klik menu utama, atau tampil kebawah ketika klik menu utama, nah klo ngga di klik yg tampil dikanan video promo, produk pilihan dll",5,Positif
"Tadinya aku bingung dengan harga yg murah,itu harga ribuan apa ratusan ribu,setelah tanya2 teman emang harganya segitu, Dan ku coba belanja 1 stel jh elmundo,yaaa memang murah belanja aman cm dirumah barang Belian nyampe,jadi belanja di SHOPEE intinya lebih hemat lebih ekonomis",5,Positif
"Gimana sih shoopee, sekarang akun saya tidak bisa masuk, pas logi pakek email verifikasi menggunakan link pas di pencet verifikasi dan terus verifikasi bahwa saya login, eh kok ngak masuk akun saya. Terus cobak masuk pekek nomor telp. Malah muter habis masukin password, ngak masuk masuk ? Segera beri tanggapan karena saya pengguna shopee dari lama cepetan ya!",2,Negatif
"Akhir² ini saya sbgai seller dirugikan dgn fitur COD . Udah 3x diretur dgn alasan selalu ditolak pembeli. 3x diretur dgn alasan yg sama adalah hal mencurigakan. Akhir desember saya kirim notebook ke NTB diretur, awal januari kirim sparepart hp ke bekasi diretur, minggu lalu kirim notebook lagi ke aceh diretur lagi. Ini seolah² disengaja sama pihak ekspedisi . Saya sampe harus bolak balik ngambil barang lagi .",1,Negatif
"Aplikasi nya uda ok, tapi kurir nya gk mau ngantar sampe rumah, harus kita yang jemput. Kalo gini buat apa lokasi kalo kita yang jemput paketnya 😡 mending gw beli sendiri dari pasar to gk ada beda nya sama sama di jemput juga.",1,Negatif
"Sekarang kalo pengiriman pagi sampenya sore,berarti sudah masuk sift siang dong klo gitu. Ini udah sering loh,biasanya juga dari estimasi menuju rumah 3jam atau 4jam. Tapi ini malah dibarengin sama sift siang. Ini bisa ganggu klo kita mau keluar,udah gitu ga ada no kurirnya jadi susah untuk dihubungi. Tolong dong diperbaiki lagi pengirimannya.",1,Negatif
"Pengalaman, selama ini belanja di sini tak pernah kecewa,selalu sesuai dan untuk limit lumayan buat kebutuhan barang yg urgent saja,bila tanggal tua......,trima kasih......",5,Positif
"Suka aneh sampa aplikasi ini, kalo untuk ditur jual belinya oke lah, tapi kadang gambar gk muncul di beranda, saya kira sinyal atau file cache penuh di di aplikasi lain lancar, cuma ini doang yg gambarnya yg gak muncul , tolong pihak Shopee di perbaiki sistem nya",4,Positif
"Apk gak bisa dibuka hari ini, sudah hapus cache, jaringan stabil, q buka pake hp lain juga sama. Kya gangguan sinyal. Tapi buka YouTube dan apk lain nya lancar2 saja",2,Negatif
"setelah update malah jadi loading lama dan sering ngelag, gambar gak muncul cuma putih², padahal jaringan bagus. sampai logout, clear cache dan clear data beberapa kali masih begitu. gak bisa CO pakai S-Pay. mau ambil bonus koin live dan mau bayar pakai S-Pay juga harus download fitur apk lagi, ribet. biaya layanan akunku juga selalu lebih mahal 2x lipat drpd akun Shopee teman²ku.",1,Negatif
"Terima kasih..Shopee sdh memulihkan COD dan memperbaiki No. Hp saya, masukan sy..kedepan kurir yg di kota blitar kalau mengantar kiriman perlu menekan bell, atau langsung masuk halaman dan mengetuk pintu atau menelpon saya agar tdk terjadi kesalah pahaman lagi.",5,Positif
"Sebelum kenal shopee Waktu itu pingin beli ini itu bingung dan susah, semenjak download shopee ingin beli ini itu Alhmdllah lebih mudah dan di shopee jangan tanya lagi semuanya ada. Is the best lah untuk jembatan jual beli , Terima kasih shopee .....??!",5,Positif
"Belanja aman, aplikasi komunikatif, barang selalu sesuai, mudah return jika mau komplain, pengiriman aman, waktu pengiriman selalu tepat. Saran buat shopee agar ditambah pencarian khusus di live",5,Positif
"Semuanya untuk shopee saat ini baik.., Namun, beri sangsi berat buat toko yg tidak sesuai Foto dengan barang aslinya, tolong d kontrol. ini sangatlah penting buat perkembangan shopee, agar pembeli lebih percaya dan puas. Terima dn kasih.👌",4,Positif
Saya berkali kali kecewa dengan Shopee terkait pelayanan konsumen ketika terjadi permasalahan dengan jasa pengiriman. Tidak ada solusi yang konkret. Tidak memberikan solusi yang menyelesaikan masalah. SPX sebagai jasa pengiriman selalu bermasalah. Lamban lamban dan lamban. Kurir suka berbohong soal penjadwalan ulang pengiriman barang yang tanpa sepengetahuan pembeli. Seharusnya ada fitur penilaian terhadap jasa pengiriman bukan hanya toko dan kurir. Apakah perlu uninstall shopee?,1,Negatif
"Shopee masih menjadi favorit aku buat belanja online, pelayanannya baik, tokonya amanah, customer service nya juga oke, Belanja online menjadi mudah berkat Shopee,mantap mantap mantap 👍👍🥰 Terimakasih Shopee Semoga makin sukses",5,Positif
"16/02/20 saya review bagus tapi sekarang buruk! Bertahun-tahun saya mesan cod pengiriman cepat sekarang lambat, estimasi melewati hari, untuk apa voucher klaim diskon, saya butuh barangnya!! SPX SANGAT BURUK! BALIK KE JNT/JNE AJA CUKUP . SUDAH 2 X PESANAN PAKAI JASA SPX SATU DIBATALKAN OLEH SISTEM SHOPEE. KEDUA MALAHAN GAK DIKIRIM JUGA STATUS MAU DIKIRIM KEMBALI BARANGNYA??!! GILAAAAA!!! JIJIK BANGET MAKIN UPDATE MAKIN BUSUK NI SHOPEE. KEMBALIKAN SHOPEE SEPERTI DULU!!!",1,Negatif
"Aplikasi bagus sangat membantu cuma dalm pengiriman masih kurang maksimal MASIH KURANG MEMUASKAN dan barang dalam jumlah besar tidak bisa COD , padahal pengen banget shopee seperti aplikasi sebelah yang bisa semua COD",5,Positif
"Semuanya sudah bagus, tp tolong dong tambahin pembayaran via qris, seperti platform lain. Jadi kalau mau belanja lebih mudah gak perlu copas VA / ngisi shopeepay dulu",4,Positif
"untuk aplikasinya sudah bagus, tapi ingat cuy, jangan pernah main game shoope apa lgi yng membutuhkan koin untuk memainkanya, gak ada bedanya sama main slot, awal doang di kasih enak, ujung²nya bakal nguras koin shoope kita🤣🤣",2,Negatif
"pas lg main game candy sering error sendiri, keluar promp ""maaf, ada kesalahan"" setelah itu nyawanya ilang....menyebalkan sekali, padahal kesalahan aplikasi.",5,Positif
"Terimakasih shopee, sangat membantu saya dalam belanja.sangat puas dan tidak mengecewakan belanja di shopee apa yang di cari selalu ada dan selalu sesuai dengan apa yg kita inginkan dan tidak mengecewakan. Pengiriman cepat,banyak disconnya,banyak gratis onkirnya.barang cacat,dan tidak sesuai dengan yang di pesan atau tidak sampai, dana cepat di kembalikan dan shoper cepat tangap. Terimakasih banyak shopee.selalu jaya dan menjadi yang terbaik.🙏🙏🙏🤗👍👍👍",5,Positif
"Aplikasinya ok banget, barang yg di beli di shopee gak pernah gak yampe, walau pun kadang barang yang datang kurang sesuai tetapi is ok secara keseluruhan baik dan memuaskan.",5,Positif
"Shope jembut estimasi paling lambat tanggal 13 kok berubah tanggal 14 udah di tunggu"" alamat tidak komplit padahal sering dipakai alamatnya, pelacakan jalan 2 hari lalu tiba"" pesanan selessai, cod cod iklan terus dimana"" coba semua toko susah cari yg bisa cod, Aplikasi juga gak komplit di pencarian. Topup ongkir jga setress,, parah cod itu hoak",1,Negatif
"Woww sangat bagus sekali, kalo pake apk udah sampe sebulan bakalan banyak dapat diskon voucher gitu, dan semakin lama pake apk nya, ongkirnya jadi lebih murah Yuk download aja langsung☝️☝️☝️🥳🥳",5,Positif
"Tapi sayang perjualan dibatasi atau jumlah diBatasin nggak sampai 10 atau 20 lebih ,itu menambah penghasilan shopee sendiri , karena Saya pernah Yang beli nggak sampai 20, paling - paling konsumen dibatasin paling sedikit 5 atau 7 ,semoga shoppe menambah jumlah perjualan lebih banyak,dan Yang harga jangan terlalu mahal,kalau bisa jangan terlalu mahal nanti perjualan makin turun, banyakin diskon , potongan harga, bonus kalau perbeli lebih satu, shoppe banyak saingan dengan ,",2,Negatif
"Mengecewakan pokoknya Tolong dong jangan hanya pembeli yg harus punya bukti pengembalian barang,kalau lupa video unboxing gimana? g bisa ajukan pengembalian kan Penjual juga harus punya bukti packaging nya, apes banget kl jd pembeli yg kena boongi penjual.",1,Negatif
Kenapa server suka error jika beli. Meskipun Tidak semua toko error jika dibeli.Padahal sudah di-update versi terbaru dan clear cache bahkan sampai coba HP dikembalikan ke setting pabrik. Tetap saja sama. Jadi tidak nyaman nih. Bagaimana solusinya ? Skrg sudah normal jadi nyaman untuk belanja.,5,Positif
Saya jadi bingung ni sama si shofi knpa setiap kali pesan barang kok cod nya gk bisa di pakai dn hanya bisa di gunakn 3 kali saja tolong dong di perbaiki lagi biasa mya saya klw pesan bisa sampao 20 dn 40 nah sekarang kok malah gk bisa,5,Positif
"Fitur layanan Shopee nya bagus,komplit,bahkan bs lacak pesanan kt sdh smpai dimana. Cuma ada toko yg nakal, barang yg dikirim beda dg fotonya di promo.",5,Positif
Parah untuk akses komunikasi dengan drivernya terbatas jadi tidak bisa mengetahui lokasi dan nomor handphone drivernya. Sedangkan paket gue ada yang sudah di selesaikan padahal saya sendiri belum menerima paketnya. Mau menghubungi driver nya jadi susah karena tidak tau nomor drivernya,1,Negatif
"selama ini pake aplikasi shopee aman"" aja, tapi saya dpt pengalaman buruk saat proses return, produk yg sampai ke seller malah beda brarti dari pihak shopee ada yg membuka dan menukar isi paket return saya kecewa sih kok bisa hal seperti itu terjadi",4,Positif
"Aplikasinya bagus,lumayan buat belanja online Tpi yang menjadi kendala untuk saya itu,kenapa pesanan saya 2X berturut-turut dalam status pemesanan itu ketika tiba di lokasi transit,kenapa langsung berubah status pemesanannya jadi pesanan ditolak oleh pembeli dan dikembalikan ke penjual. Jdi, tolong diperhatikan itu.",5,Positif
"Tolong di benerin yaa nih shopee udh mau sebulan kalo buka layar nya putih aja , udh di update masih aja pake kuota wife sama aja masih putih . Kaya nya udah banyak yg laporan masalah ini tapi kok gak ada penanganan apapun. Lama lama mending pindah ke aplikasi sebelah gak banyak drama . Terus jasa kirim nya gak kaya di sebelah cepet banget . Disini expedisinya ngalen banget pesen 26 desember sampe tgl 11 januari pdahal ada di rumah terus 4 kali dalam pengantaran tapi gak sampe rumah aneh",1,Negatif
Saya transaksi di shoppe sudah bayar tapi pesanan tidak terverifikasi dalam 1x24jam jam.. sudah Lapor cs hingga hampir 2 bulan uang tidak dikembalikan.. sekelas shoppe pelayan dan transfer dana ke rekening lambat sekali.. tolong kembalikan uang saya segera !!,1,Negatif
aplikasi makin buruk lemot..lebih mahal biaya penagananya beda jauh Di tambah jasa kirim spx sangat buruk estimasi pengiriman lambat tgl berubah rubah.. Lebih bagus akurat lex id .jnt.dan jne,1,Negatif
"Tidak bisa search barang yang ingin dicari dan tidak bisa ke menu profilnya, kayak muter-muter loading mulu gitu dia cuma muncul layar putih doang.",2,Negatif
"Saya ditagihkan Spay later sedangkan barangnya belum lagi saya terima. Dan saya jg tdk punya tunggakan pada bulan2 sebelumnya. Karna dana ada & tdk mau ribet, akhirnya saya bayarkan saja, jelas pd tagihan tercantum nama belanjaan saya bros dgnnilai yg persis sama dgn orderan saya terakhir. Eh, bulan berikutnya saya ditagihkan lagi. Sy sdh coba menyampaikan komplain melalui CS, tp mereka menjawab klo pembayaran sy di tgl 10 Des 24 utk pesanan lain, pdhl tdk ada orderan Spay later di bulan sebelum",1,Negatif
"Cape bangetttt, 4 kali pesanan dibatalin sistem. Jelek banget pengiriman nya. Yakali udah di kuningan balik lagi ke Cirebon abis itu mandek berhari hari Muter muter sampe 2 minggu akhirnya pesanan dibatalin sepihak. Bad banget pengirimannya 👎👎👎 Batal sepihak. Alasan pembatalan alamat pengiriman tidak ditemukan, padahal sudah sering pesan lewat Shopee dengan alamat yang sama. Benar benar kacau sistem pengiriman Shopee yang sekarang 👎",1,Negatif
"Total belanjaan 20k katanya, oke deh isi nih ya shopeepay 20k, lah malah gak bisa, pas isi lagi 20k baru bisa harganya malah jadi 40k, gajelas sistem pembayarannya, padahal ini gak pake voucher loh, minimal kasih harga yang jelas gitu buat shopeepay biar lebih masuk akal dikit,",1,Negatif
"Bagus..cm hrs selektip dlm memilih toko penjual,kmrn sy nunggu barang di suatu toko,pembayaran lunas via tf..ga dikirim2,sy chat ,malah uang dikembalikan...jd toko2 yg ga profesional sperti ini jgn smpe diikut sertakan lg..",5,Positif
belanja di shopee makin seru dan banyak promo dan gratis ongkir ny. yg pallingkan menyenagkan itu kalo pas low bajet tetap masih bisa belanja pakai spayleter. sukses terus shopee semakin di depan.😄👍,5,Positif
"Aku suka bljnja d shoppe karena harga ny sangat miring.dn barang d harga segitu lumayan bagus.tp saya berkali"" kecewa dengan kurir ny..kurir spx.gk.kaya jnt.spx GK tepat waktu kadang"" barang pesanan gak sampai k kita.beda dengn jnt ekpres.atau JNE.bhkn kurir ny judes spx .GK ada ramah"" ny.barang gak smpi tp suka ada tulisan pelanggan menolak pesan aneh..padahal spx GK smpi ke rumah beda dengan jnt atau JNE ..selalu ada pengiriman ulang..",4,Positif
"untuk shopee harap yg berhubungan dengan jasa pengiriman sebaiknya waktu pengiriman sampe jam 10 malam.khusus diperkotaan.dan no kurir selalu tercantum.jikalau pemesan sudah bayar ,disaat pengiriman tidak ada orang ditempat sipemesan harap dititipkan bukan dilempar kan baik itu kecil atau besarnya pesanan.dan dipoto yg menerimanya.trim.",5,Positif
"Dulu Sebenarnya memuaskan, tp sekarang banyak yg jualan asal asalan, gak jujur Walaupun tidak semua. Terutama kwalitasnya mengecewakan. Tolong shopee diseleksi ulang para penjualnya.",1,Negatif
"kemarin sudah kasih bintang 5, skrg bintang 1 lagi karna ada masalah tentang Chat pertahanan persentase chat,mau balas tapi Dibatasi terus dan ketika sesama bertemu Star seller harus balas chat terus menerus karna sama sama mempertahankan persentase chat, sistem ini menyusahkan untuk pertahankan persentase chat(CBR) perusahaan sebesar ini masa tidak mempertimbangkan hal ini? tolong updatenya setelah selesai update sudah pasti bintang 5 ⭐⭐⭐⭐⭐",1,Negatif
"Kenapa sekarang expedisinya di beda bedakan sebelumnya banyak pilihan jasa expedisi pengiriman seperti si cepat ,jnt ,JNE, ninja, Dll...dan sekarang malah di utamakan spx kurirnya susah di bilangin saya bilang ke kurir kalo paket saya yang datang jangan di kasih tau istri...soalnya paket tersebut mau saya jadikan hiasan buat surprise ke malah di kasih tau sama kurir yng namanya DIMAS ANDHIKA asli saya sangat kecewa ....tolong pihak shopee kebalikan expedisi jnt JNE dll dngan harga ramah dkantong",1,Negatif
"Tolong untuk pengiriman spx di perbaiki lagi soalnya paket aku gak sampai sampai bukan nya di antar, malah di suruh jemput intinya bagusan j&t (kalo tidak salah) dari pada spx. Gak kita jemput paketnya malah dibilang (paket ditolak penerima) sebenarnya pengiriman nya yang salah, kenapa gak di antar aja paketnya ke rumah penerima kalo udah dekat waktu garansi nya, ini gak malah dibilang ditolak 😡😡😡 Aku minta tolong untuk di perbaiki lagi🙏",1,Negatif
"Shopee kenapa ya akhir² ini loading bgt. Kalo mau liat² barang gitu gambar nya ga muncul², padahal signal juga stabil. Buat buka apk lain juga normal, udh sampe di log out, update berulang kali tapi ttp aja. Tolong di benahi ya shopee",4,Positif
"1.Keinginan beli barang dapat disesuaikan dgn keuangan. 2.Pesanan biasanya tiba lebih duluan dari waktunya. 3.Senang klau pesanan sesuai keinginan yg diinfokan dan dideskripsi 4.Sukses selalu Shope,..... TRIms",5,Positif
"Senang sekali order di shopee saran saya harusnya sertakan juga nomer si pengirim ,karna saya pernah kejadian di aplikasi pesanan selesai tapi barang saya tidak menerima akhirnya saya ajukan pengembalian ,dan saya laporkan ketokonya alhasil barang saya dikirim tapi bukan pengirim shopee tapi lazada.",5,Positif
"Kecewaaa bgt sm Shopee, saya ada retur utk pembelian closet. Saya sudah dpt resi utk di pick uk, cm berhari2 gak di pick up, di follow up lagi kata nya ditunggu krn msh dalam penangan tim terkait. Lalu hari ini dpt chat dr Shopee, krn barang tidak dikirim lebih dari 5hr, maka dana diteruskan ke penjual. Hallooo sy pilih di pick up lho, bukan dikirim ke expedisi. Salah nya dimana??? 😡😡😡",1,Negatif
"Shopee sih bagus, menurut saya. Hanya saja karena pengalaman saya pernah kembalikan barang krn tdk sesuai (3x), kemudian setelah itu saya belanja lagi tapi tidak diperkenankan dg pemakaian COD. Padahal kekeliruan produk yg dikirim tsb dari pihak penjual. Pembeli akan menerima kalau sesuai, tdk sesuai kembalikan. Saran saya, COD tetap diperkenankan bagi pembeli yg sdh pernah mengembalikan barang (krn tdk sesuai).",5,Positif
Parah sih menurut gue karna kita dikasih waktu untuk mempertahankan member kita tetep di platinum. Cuman setelah itu spayletter kita semakin naik limitnya. Cuman hanya fiktif🤣🤣🤣🤣gabisa dipake untuk barcode. Cuman untuk bisa belanja di aplikasinya dia aja.,1,Negatif
"Dengan Shopee saya di permudah mencari produk maupun barang yang saya butuhkan secara online. Barangnya lengkap, harga bervariasi, banyak potongan ongkir. Keamanan transaksi yang baik.",5,Positif
"Cara mendapatkan koin sulit, memainkan game sulit (karena selalu diberikan bagian sulit), aplikasi minim kualitas dan kuantitas. Tampilan sok elit, ngasih gratis ongkir dan koin pelit...",1,Negatif
"Untuk pengalaman belanja online cukup menyenangkan selama ini, hanya ada sebagian seller yang tidak update stock sehingga terjadi pembatalan setelah check out, sebaiknya seller diwajibkan update stock agar tidak terjadi pembatalan dan tidak perlu diskusi / chat jika mau order",4,Positif
"kapan masalah pencarian dibenerin, dari kapan lama saya sudah kritik tetap aja gak dibenerin padahal shopee yang lama pencarian bagus akurat, masa setiap item yang saya cari ditentuin dari relevansi gak bisa urut harga dari termurah ke termahal atau sebaliknya saat cari item, yang keluar dicarinya barang a yang keluar lain-lain dari b sampai z, memang pencariannya bikin emosi dan menyesatkan pengguna saja, terimakasih buat masalahnya dan selamat aplikasi online shop nomor 1 bikin emosi jiwa.",2,Negatif
"Belakangan ini pedagang shopee banyak yg melakukan penipuan (produk palsu)... Dari bulan Oktober 2024 sampai saya tulis ulasan ini di bulan Januari 2025... Saya dah kena minimal 1 kali setiap bulannya.... saya beli pen Kenko memang full smua tintanya, tapi ngak ada satupun yg nyata tintanya... Beli Royal Canin, produk palsu...masih banyak lg 🥲... Kecewa banget sama Shopee",1,Negatif
"Shopee, tolong diperbaiki lagi mekanisme retur (pengembalian barang). Saya punya pengalaman pengembalian barang. Padahal barang sudah saya kemas dan diberi label yang saya unduh dari aplikasi, dan saya antar ke kantor SPX. Namun di aplikasi tidak ada mekanisme tracking barang retur. Saya track di website spx juga tidak bisa. Alhasil hingga batas pengembalian tidak ada kabar barang itu kemana, sehingga uang saya tidak bisa di-refund. Hal ini menguntungkan seller yang curang.",1,Negatif
"Akhir2 ini kenapa shopee tdk selective dlm memilih toko/penjual, di mna byk bermunculan toko/penjual yg menjual barang yg tidak sesuai dgn yg di posting/etalase. Shopee hrs lebih selective lagi agr pra pembeli tdk merasa t'tipu...",2,Negatif
"Tolong untuk pihak shopee benerin lagi bagian pembayarannya, masa harga barang yang tadinya ratusan ribu terus dapet diskon jadi cuman puluhan ribu malah gk bisa di check out padahal saldo shopeepay udah pas sama harga barang itu, bikin males aja kalau top up shopee harus dilebihin beberapa ribu dari harga barang itu",2,Negatif
"Log in doang ribet bangett.. Harus verifikasi no hp dulu.. Padahal log in nya pakai email bukan no hp.. Udah tau no hp nya udah gak aktif.. Kayak gak ada lagi cara verifikasi selain no hp.. Mau ganti no hp juga terlalu ribet bangett, banyak bangett syarat dokumennya.. Diubah dong itu kebijakannya, jangan nyusahin orang..",1,Negatif
Ini shopee lagi kenapa sih. Gak bisa di pake. Gambar gak muncul padahal jaringan bagus. Udah di update tetep gak bisa..ya kali suruh liat kotak2 putih doang gak keliatan produknya. Tolong fi perbaiki lah sistem nya.,1,Negatif
"Belanja di shopee is win win solutution buat yg gak byk waktu utk ngemoll,sllu beri discount yg menarik ya biar sllu ketagihan utk checkout,manjain customer mu shopee lovers dengan kenyamanan berbelanja terutama.",5,Positif
"Aplikasinya kalo di pakai lama 5 menitan jadi lemot banget ,kudu keluar apl trus masuk lagi ,beda dgn aplikasi belanja lain🤦,pdhal sudah update terbaru ,sudah uninstal dan download lagi ,dan ga hanya saya lho yang ngerasain ,masa perangkat hp saya ram 8/128 SD 865 masih belum cukup..🤦 hedeeh",5,Positif
"Aplikasinya sangat mudah untuk belanja online, dan sangat simple, semoga sukses terus shopee.. untuk kendalanya saya punya saldo tapi mau chekout belanjaan malah ga bisa pake ahopeepay, itu kenapa ya? Apakah ada batasan limit belanja?",5,Positif
"saya ada voucher gratis ongkir banyak.. tpi ga ada 1 pun yg bisa digunain, sllu ada peringtan bhwa promo sudah digunakan. pdhalllll saya blum ada checkout"".. dan di kterangannya tgl brlaku voucher nya masih sampai 31 januari 2025. klo gabisa digunain, jngan bisa di klik lah.. bikin emosi aja",1,Negatif
"Sekarang shopee sangat recomended untuk masalah pengembalian mudah, karna ada seller penipu jadi jika ada keluhan barang bisa dikembalikan tanpa harus diskusi dengan seller, cuma ada ke kurangan di bagian cek out harusnya ada catatan di bawah barang belanjaan seperti toko sebelah, setiap barang yang akan dipesan bisa dikasi catatan bawahnya per barang,,jadi kita bisa selipin catatan secara langsung di bagian barangya... 🙏",5,Positif
"Shopee merupakan aplikasi sangat baik dan membantu untuk berbagai macam keperluan, akan tetapi karena saking sangat baiknya aplikasi, ponselnya pula yang keberatan untuk loading menu shopee yang bermuatan video, seperti video live",5,Positif
"Kepada pihak Shopee tolong sekali berikan opsi pilihan lain untuk pengiriman paket jgn hanya SPX karena kami di pesisir kalimantan paket kami rata2 tidak sampai kalau pun ada sudah telat sampai 1 bulan,, aplikasi anda sudah sangat membantu tapi pelayanan kurir anda sangat buruk di SPX apalagi jika wilayah itu tidak ada kantor cabang nya 🙏",5,Positif
"di update bukannya makin bagus malah nambah bug, bug nya ga bisa ngeliat gambar, sinyal full, kuota banyak, tetep ga bisa ngeliat gambar",1,Negatif
